v0,M,N,sim_mean_force,sim_std_force,theory_force,mean_field_force
0.75,1.0,50,0.2995079057815354,0.008993360007613655,0.3019943181818182,0.328125
0.75,1.0,100,0.31728920958178214,0.00556187855242017,0.3150596590909091,0.328125
0.75,1.0,200,0.3242684651583727,0.0039608240360921206,0.3215923295454545,0.328125
0.75,1.0,500,0.3258327278903096,0.004717559769844594,0.32551193181818183,0.328125
0.75,1.0,1000,0.3268245239193395,0.0020476767455565948,0.3268184659090909,0.328125
0.75,1.0,2000,0.3270870018716859,0.0012884635437917728,0.32747173295454546,0.328125
